Unnamed: 0,Call Type,Caller Number,Call Time,Call Frequency Per Day,Call Frequency Per Week,Conversation
235,Normal,+1-770-795-2918,12:22:08,2,15,this is yijue. I just saw your mail. In case humming haven't sent you my number. this is my number.
236,Normal,+1-551-410-5700,15:36:20,2,12,You know there is. I shall speak to you in  &lt;#&gt;  minutes then
237,Normal,+1-832-440-6788,07:34:26,5,15,Must come later.. I normally bathe him in da afternoon may..
238,Normal,+1-917-429-4317,17:27:31,5,11,My you can make a wedding chapel in frontierville? Why do they get all the good stuff?
239,Normal,+1-786-859-8386,13:22:04,5,7,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*
240,Spam,+1-570-668-8753,08:06:42,4,14,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
241,Scam,+1-714-915-6923,19:50:28,4,12, Your tax refund is ready. Click the link to confirm your details and receive your payment within 24 hours.
242,Normal,+1-689-553-5086,12:49:24,5,6,I want to borrow some books.
243,Normal,+1-323-823-2095,10:27:45,1,5,I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?
244,Spam,+1-310-720-1559,11:37:32,5,15,Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.
245,Normal,+1-334-547-3309,17:26:21,1,8,Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.
246,Normal,+1-713-327-9835,09:40:02,2,6,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins"
247,Normal,+1-917-778-3159,07:43:31,5,12,Mary just need Him in the follow &it hurt him a lot so he to me!
248,Normal,+1-404-967-6526,14:48:23,3,15,"Yeah, don't go to bed, I'll be back before midnight"
249,Normal,+1-323-638-7897,17:29:35,4,6,"4 faces + 1 ranks burri, right?"
250,Normal,+1-415-622-1496,19:46:41,2,5,Tops I was in the shower when u called. Key a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.
251,Spam,+1-848-326-2633,15:48:03,1,2,"Hello sir , i am from corporation bank."
252,Normal,+1-407-897-6496,08:57:49,4,11,Sorry for the delay. Yes masters
253,Normal,+1-619-722-8100,07:37:34,4,6,I dunno they close oredi not... Ü v ma fan...
254,Normal,+1-570-758-6770,10:12:52,4,5,I keep ten is in my shelf:) buy two egg.
255,Normal,+1-848-740-8224,14:50:05,2,14,I am in bus on the way to calicut
256,Normal,+1-813-743-6515,21:22:25,2,13,To probe hon! Now u joint the mo?
257,Normal,+1-470-308-9810,11:52:29,1,6,To i could kiss and feel you next to me...
258,Normal,+1-570-895-6010,08:13:16,5,15,Y ü wan to go there? C doctor?
259,Normal,+1-713-652-1841,19:02:21,1,3,"Dear,regret i could not pick call.drove down from cela now at cochon home.left mobile in car..enter style ishtamayoo?happy barred!"
260,Normal,+1-407-662-1321,20:49:15,1,2,In which place i can get rooms cheap:-)
261,Spam,+1-917-610-1761,11:18:10,1,7,500 free text msgs. Just text ok to 80488 and we'll credit your account
262,Spam,+1-656-334-9526,08:47:11,1,10,"Hello sir , i am from si bank."
263,Normal,+1-770-809-2446,14:09:48,4,9,To just send to you. Dec you in temple na.
264,Normal,+1-917-743-7330,09:44:45,5,14,Sum la pa. Normal than.
265,Normal,+1-570-269-3326,07:20:43,2,14,K give me 5 minutes I think I see her. BTW you're my alive. You were cutting my hair the whole time.
266,Normal,+1-872-407-6396,21:46:30,4,6,U free on sat rite? U wan 2 watch infernal affairs if me n warren n may by?
267,Normal,+1-470-921-1121,15:32:22,2,10,Convey my regards to him
268,Normal,+1-551-914-4974,15:44:40,4,11,Ü mean it's confirmed... I to they jug say on... K then...
269,Normal,+1-570-847-4312,07:57:28,4,8,"Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx"
270,Normal,+1-678-442-9478,13:26:31,4,12,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?"
271,Scam,+1-570-572-3113,16:48:19,1,6,YOU HAVE WON! Is a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Must call 09061743386
272,Normal,+1-832-961-8197,13:26:14,2,12,"The  &it;#&it; g that i saw a few days ago, the guy wants sell wife only for  &it;#&it;  and with g for  &it;#&it; . That's why i blanket him."
273,Normal,+1-754-445-1808,17:35:50,2,3,Yes. Our specialization in financial markets is good though. Probably better than most general MBA courses.
274,Normal,+1-334-523-6633,18:33:22,4,11,what number do u live at? Is it 11?
275,Normal,+1-310-530-2590,11:31:16,4,15,Jus came back fr lunch wif my sis only. U leh?
276,Normal,+1-312-409-2710,07:58:59,2,10,Now much she played. Suganya.
277,Normal,+1-754-495-4945,08:41:31,1,14,"Sorry, I'll call later"
278,Normal,+1-415-895-5595,11:20:07,3,4,"I call you later, don't have network. If urgnt, sms me."
279,Spam,+1-917-918-4024,18:59:31,5,6,SMS AUCTION - A BRAND NEW Foka 7250 is up 4 auction today! Suction is FREE 2 join & take part! Txt NOKIA to 86021 now!
280,Normal,+1-281-721-5641,16:52:27,4,7,"To, as he was wearing a cap so I couldn’t see his face because half of his face was covered with the cap."
281,Normal,+1-570-733-4725,07:31:17,2,15,"I'm home, my love ... Of your still awake ... *loving kiss*"
282,Normal,+1-551-245-5060,08:58:46,5,12,K..k.:)congratulation ..
283,Normal,+1-678-951-6705,12:38:32,1,9,You will be in the place of that man.
284,Scam,+1-786-475-4194,11:12:54,1,13,You have won a Foka 7250i. His is what you get when you win our FREE auction. To take part send Foka to 86021 now. of/Suite342/Hands Now/W1JHL 16+
285,Normal,+1-212-380-9782,07:59:47,1,13,Ü called dad order...
286,Normal,+1-334-888-8793,13:11:09,5,15,Ladies first and genus second k .
287,Normal,+1-813-758-9599,09:12:15,4,7,Badrith is only for chennai:)i will surely pick for us:)no competition for him.
288,Normal,+1-570-655-5483,17:58:34,1,2,Yes.i'm in office da:)
289,Normal,+1-917-945-3407,16:01:53,1,6,Was speak to that customer mahan.
290,Normal,+1-570-744-5645,08:46:29,4,4,"Key dovey, i‘ll be over in a bit just sorting some stuff out."
291,Normal,+1-657-359-7547,07:37:00,4,12,I.:)technical support.providing assistance to us customer through call and email:)
292,Spam,+1-848-452-7572,08:26:10,3,15,"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only £1.50/week. SavaMob - offers mobile!"
293,Normal,+1-813-949-1701,11:40:25,5,10,Yes princess! I want to make you happy...
294,Normal,+1-312-994-9163,11:13:49,3,3,I'll pick you up at about 5.pm to go to trenton if you still want to come.
295,Normal,+1-657-648-4259,09:01:50,2,14,"Now are you, my Love ? Are you with your brother ? Time to talk english with him ? *gains* May : Key Muhommad, Penny says hello from across the sea"
296,Normal,+1-628-408-6271,17:39:21,5,13,cool. We will have fun practicing making babies!
297,Normal,+1-570-687-8618,07:54:16,4,11,Can u get pic msgs to your phone?
298,Normal,+1-713-436-7171,07:10:59,4,11,Thank you very much for you valuable advice.
299,Normal,+1-713-813-6709,16:33:19,4,15,"Sorry, I'll call later In meeting."
300,Normal,+1-657-919-6723,11:56:12,2,10,Pls come quick cant bare this.
301,Normal,+1-346-559-1292,19:56:10,3,9,"Actually nom, got hell cash, we still on for  &it;#&it; is?"
302,Normal,+1-714-608-6933,14:46:43,2,10,Ok no prob... I'll come after lunch then...
303,Spam,+1-848-453-6177,13:31:54,3,4,That do you want for Was? Now about 100 free text messages & a new video phone with half price line rental? All free now on 0800 0721072 to find out more!
304,Spam,+1-713-898-9572,11:21:32,4,7,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to To: 81151 & get yours Now! Of&Txt of 150p/MTmsg
305,Normal,+1-656-850-8582,15:17:56,2,12,Uhhhhrmm isnt having tb test bad when youre sick
306,Normal,+1-754-301-6216,08:36:23,5,11,Oh ok i didn know what you meant. Rep i am baby join
307,Normal,+1-424-655-5689,11:01:04,4,5,S but not able to sleep.
308,Normal,+1-848-269-1073,21:57:10,4,13,I have to take exam with march 3
309,Spam,+1-628-977-3806,19:17:30,2,10,Days Soda numbers ending 1225 are selected to receive a £award. Of you have a match please call 08712300220 quoting claim code 3100 standard rates pp
310,Normal,+1-954-350-4418,13:03:37,1,6,Think you sent the text to the home phone. That can display texts. Of you still want to send it his number is
311,Normal,+1-570-491-1442,15:01:46,1,6,"Sir, I need Velusamy sir's date of birth and company bank facilities details."
312,Normal,+1-310-559-9493,08:54:28,3,6,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.
313,Normal,+1-754-663-7905,08:23:30,3,5,Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.
314,Normal,+1-570-948-6237,15:35:21,1,7,"Right, femme know what's up"
315,Normal,+1-713-850-2761,14:48:07,5,14,The.s find. I sent you an office message to know how arcola's now.
316,Normal,+1-323-936-7491,12:10:48,4,10,"K I'll head out in a few mind, see you there"
317,Normal,+1-212-946-2033,15:57:56,2,11,2 and half years i missed your friendship:-)
318,Normal,+1-346-892-7659,14:45:32,1,1,"He, i dont know again oh"
319,Normal,+1-858-603-8890,13:17:02,4,9,Back in rum! Thanks for putting us up and keeping us all and happy. See you soon
320,Normal,+1-872-537-3450,17:04:30,2,7,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.
321,Normal,+1-570-439-2454,11:47:37,3,4,i see. When we finish we have loads of loans to pay.
322,Spam,+1-415-423-8255,19:49:19,3,8,"You are being contracted by our Eating Service by someone you know! To find out who it is, call from your mobile or lanoline 09064017305 PoBox75LDNS7"
323,Normal,+1-848-675-3077,13:01:19,2,10,Oh yes I can speak txt 2 u no! Mmm. Did u get  email?
324,Normal,+1-470-795-5318,16:27:15,2,7,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary unto  &it;#&it; .All Is.Human  &it;#&it;  for Telephonic interview -via Indyarocks.com
325,Normal,+1-848-601-2483,19:17:34,1,5,Well done and ! luv ya all
326,Normal,+1-848-619-6468,11:50:35,2,3,He have all rounder:)so not required:)
327,Normal,+1-570-538-5740,18:09:46,5,6,Put is at &it;TIME&it; am. Not my fault you don't listen. I told you twice
328,Normal,+1-858-219-6412,17:08:26,4,7,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone charged ? Were you on a friends net ? I think of you, boston"
329,Normal,+1-570-217-7068,16:07:30,5,14,Well obviously not because all the people in my cool college life went home ;_;
330,Normal,+1-713-722-8191,17:06:39,2,5,Stop knowing me so well!
331,Normal,+1-713-871-9604,15:52:50,4,7,Networking technical support associate.
332,Normal,+1-281-576-4558,07:50:35,3,4,"Good afternoon, my love ... How goes your day ? How did you sleep ? I hope your well, my boytoy ... I think of you ..."
333,Normal,+1-310-666-6969,21:36:11,5,8,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
334,Normal,+1-714-378-3228,08:39:19,1,2,To problem. I will send to your email.
335,Normal,+1-404-363-7359,11:28:34,2,3,U sleeping now.. Or you going to take? Ah.. I got says wat.. He online checking n replying mails for..
336,Normal,+1-848-876-8089,08:09:31,2,4,"Sorry, I'll call later"
337,Normal,+1-713-378-6085,08:37:23,1,12,You busy or can I come by at some point and figure out what we're doing tomorrow
338,Normal,+1-917-282-6758,15:31:06,1,6,To what did the bank say about the money?
339,Normal,+1-937-402-9659,21:32:50,2,3,I know girls always safe and selfish know i got it pa. Thank you. good night.
340,Normal,+1-312-551-6151,12:21:50,1,6,Watching to for... Y she so funny we bluff her 4 wat. Izzit because she the it's impossible between us?
341,Normal,+1-407-580-8257,07:07:20,2,15,Ugh my leg hurts. Must overdid it on mon.
342,Spam,+1-346-987-6433,21:01:42,3,6,"Not what it takes 2 take part in the WRC Ally in Z? U can with Lucozade Energy! Next RALLY of to 61200 (up), see packs or lucozade.co.up/wry & could be u!"
343,Normal,+1-212-876-7951,16:14:50,5,8,"Babe! Now goes that day ? That are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well."
344,Normal,+1-770-977-9422,10:12:00,2,10,Morning only i can ok.
345,Normal,+1-570-820-7723,08:40:23,5,7,Sure but since my parents will be working on Tuesday I don't really need a cover story
346,Normal,+1-678-343-3237,18:07:45,3,9,Old Orchard near unit. Now about you?
347,Normal,+1-551-713-5063,12:39:29,5,9,"And that is the problem. You walk around in ""julianaland"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. When you want to be surprised when I'm mad."
348,Normal,+1-323-231-3606,09:29:23,5,7,"Yeah, probably here for a while"
349,Normal,+1-848-872-3656,18:58:13,2,7,U wake up already? Thanx 4 e tau sar piah it's quite nice.
350,Normal,+1-570-479-4501,12:44:58,4,12,"""Time a few"" was  &it;#&it;  minutes ago"
351,Normal,+1-404-589-1253,17:54:20,1,1,"Not yet chink..k, then wat at the guy did he stopped irritating or making to u.."
352,Normal,+1-917-839-8862,18:55:51,3,5,Yeah I can still give you a ride
353,Normal,+1-251-945-9346,11:53:19,2,7,I thank you so much for all you do with helplessness. I love you plenty.
354,Spam,+1-954-770-6544,11:11:56,4,8,"Took up your mob with a Halloween collection of a log & pick message plus a free eerie tone, txt CARD SPOOK to 8007 red 08701417012150p per log/pick"
355,Normal,+1-858-857-9974,07:49:05,1,4,Check mail.i have failed vara and kept copy to you regarding membership.take care.intra allah.
356,Normal,+1-848-466-8280,17:53:35,2,7,"Aight will do, thanks again for comin out"
357,Normal,+1-334-379-5445,20:21:16,4,7,R u sure they'll understand that! Wine * good idea just had a slurp!
358,Normal,+1-848-575-5828,08:24:19,3,3,He's an adult and would learn from the experience. There's no real danger. I just dont like keeps using drugs they dont need. But no comment
359,Normal,+1-786-353-6750,14:29:05,3,8,"Arms fine, how's Tariff and un?"
360,Normal,+1-669-568-4211,07:06:33,2,8,Merry christmas to u too anne!
361,Normal,+1-669-378-1388,07:43:34,3,5,R we still meeting 4 dinner tonight?
362,Normal,+1-917-385-8540,07:26:29,1,1,Vol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.
363,Normal,+1-917-618-7722,09:54:39,4,9,Haiyoh... Maybe your hamster was jealous of million
364,Normal,+1-570-857-8954,07:15:07,5,14,"Yeah right. To Run, where do you come from?"
365,Normal,+1-346-279-7984,17:43:15,5,12,"Yo, you around? Just got my car back"
366,Spam,+1-312-525-8492,07:54:40,5,11,to get free access of goose cloud account hit on given message box link.
367,Normal,+1-551-235-2125,10:27:25,5,12,"Dear, take care. I am just reaching home.love u a lot."
368,Normal,+1-470-469-6334,11:17:44,2,11,Why nothing. K anyway give me treat
369,Normal,+1-917-808-4771,12:18:07,2,5,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.
370,Spam,+1-917-358-6256,09:42:29,1,6,Ringtone Club: Met the of singles chart on your mobile each week and choose any top quality ringtone! His message is free of charge.
371,Normal,+1-682-315-3333,17:35:58,3,13,Hey gals...U all wanna meet 4 dinner at nìte?
