,Caller Number,Call Time,Call Type,Conversation
261,+1-512-913-4909,19:29:09,normal,Hi. Hope you had a good day. Have a better night.
262,+1-702-458-6063,13:46:35,normal,But smoking makes people smart.
263,+1-214-532-8163,20:59:12,normal,Mom really? You are seeking peace. We can get enough peace sitting at our home too. Dad let’s go to some happening place where we can actually have fun and frolic.
264,+1-616-769-4087,04:52:08,fraud,"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP."
265,+1-303-599-5512,16:13:35,normal,Blank is Blank. But wat is blank? Lol
266,+1-312-326-2546,18:36:04,normal,Really? I crashed out cuddled on my sofa.
267,+1-213-980-5561,13:23:37,normal,Still chance there. If you search hard you will get it..let have a try :)
268,+1-616-740-5634,04:36:44,normal,You are right though. I can't give you the space you want and need. This is really starting to become an issue. I was going to suggest setting a definite move out--if i'm still there-- after greece. But maybe you are ready and should do it now.
269,+1-503-814-5462,21:24:00,normal,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.
270,+1-512-710-1254,10:33:05,normal,Aah bless! How's your arm?
271,+1-212-415-5660,13:35:51,normal,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT"
272,+1-213-303-6640,12:02:52,normal,Is ur paper today in e morn or aft?
273,+1-312-662-2135,18:23:19,normal,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?
274,+1-617-859-9274,23:56:03,normal,What's your room number again? Wanna make sure I'm knocking on the right door
275,+1-901-814-2594,03:21:58,normal,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?"
276,+1-614-303-1900,20:14:20,normal,HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN
277,+1-213-803-4851,03:42:14,normal,Cos darren say ü considering mah so i ask ü...
278,+1-415-425-4889,23:29:46,fraud,Your Mobile No. was awarded 2000 INR Bonus Caller Prize on 5/9/0021 This is our final try to contact U! download xyz application to get it.
279,+1-214-791-7033,08:25:19,normal,Don't know..wait i will check it.
280,+1-919-498-2172,11:38:37,normal,I can't describe how lucky you are that I'm actually awake by noon
281,+1-616-903-9019,10:27:06,normal,OK. I will sent it again
282,+1-808-297-7621,02:28:07,normal,Quite late lar... Ard 12 anyway i would not driving...
283,+1-602-286-2476,23:41:26,normal,So do you have samus shoulders yet
284,+1-808-857-9452,19:16:17,normal,Sitting ard nothing to do lor. U leh busy w work?
285,+1-312-428-6393,07:44:58,normal,So the sun is anti sleep medicine.
286,+1-919-233-9989,05:21:41,normal,Carlos'll be here in a minute if you still need to buy.
287,+1-312-805-2785,08:35:39,normal,"Tonight? Yeah, I'd be down for that"
288,+1-617-286-3306,01:06:47,normal,No need to buy lunch for me.. I eat maggi mee..
289,+1-404-203-4109,23:33:55,normal,"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea"
290,+1-614-395-2395,08:09:13,normal,"I'm not smoking while people use ""wylie smokes too much"" to justify ruining my shit"
291,+1-703-240-1187,21:03:38,normal,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.
292,+1-404-245-8122,13:56:06,fraud,Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp £1.50/msg
293,+1-212-427-4681,06:10:34,normal,"Cool, I'll text you in a few"
294,+1-213-545-5761,04:21:50,normal,Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all
295,+1-415-251-8445,06:52:37,normal,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!"
296,+1-415-963-7741,02:06:12,normal,"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter"
297,+1-206-774-7369,13:35:37,fraud,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
298,+1-305-502-2749,13:01:39,normal,Sitting in mu waiting for everyone to get out of my suite so I can take a shower
299,+1-901-344-6436,16:44:33,fraud,Hello Sir Do you want to make your license from home?
300,+1-703-342-3203,19:38:43,normal,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)"
301,+1-702-247-9738,19:07:04,normal,Why? I often suffer from insomnia. My eyesight is also beginning to fail.
302,+1-415-880-4431,15:14:59,normal,Father let’s go to Goa?
303,+1-808-339-6825,15:25:59,normal,That's y i said it's bad dat all e gals know u... Wat u doing now?
304,+1-415-596-2657,11:56:43,normal,He is a wondarfull actor.
305,+1-213-494-4322,21:50:03,normal,Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?
306,+1-305-791-7233,14:56:33,fraud,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow
307,+1-512-227-8238,19:34:12,normal,Hi good mornin.. Thanku wish u d same..
308,+1-919-686-1931,20:58:42,normal,OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?
309,+1-702-354-2824,00:03:56,fraud,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs
310,+1-702-539-2118,10:23:52,normal,Hey what how about your project. Started aha da.
311,+1-214-626-2795,22:15:19,fraud,"Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar"
312,+1-919-974-9796,10:46:14,normal,"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?"
313,+1-312-894-3389,09:16:56,normal,Can i meet ü at 5.. As 4 where depends on where ü wan 2 in lor..
314,+1-503-220-4603,11:18:51,normal,Tell dear what happen to you. Why you talking to me like an alian
315,+1-512-855-7931,06:04:35,normal,Full heat pa:-) i have applyed oil pa.
316,+1-808-805-3609,23:54:09,normal,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...
317,+1-617-503-7578,18:06:49,normal,It indeed is. Air conditioning and the trip duration is also really short.
318,+1-206-331-6557,09:16:12,fraud,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p
319,+1-808-269-7873,10:52:36,normal,"Sorry, I'll call later"
320,+1-512-322-3263,05:23:58,normal,Thanks for e brownie it's very nice...
321,+1-919-886-9562,19:08:37,normal,So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.
322,+1-312-471-3960,21:33:43,normal,"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*"
323,+1-512-349-4389,06:14:37,fraud,"Hello sir ,I am from kotak mahindra bank bank."
324,+1-702-346-5247,14:51:52,normal,"Okay, good, no problem, and thanx!"
325,+1-404-509-5232,00:03:47,normal,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?
326,+1-303-466-5726,12:24:44,normal,"Okay, but the price on Amazon seemed to be a little lower. It was 28,500 the last time I checked."
327,+1-206-701-1721,00:31:46,normal,"I don't have anybody's number, I still haven't thought up a tactful way to ask alex"
328,+1-213-872-7389,01:05:57,normal,He like not v shock leh. becouse telling shuhui is like telling leona also. Like date almost all know liao. He got ask me about your reaction lor.
329,+1-404-844-5604,10:14:26,normal,Mathews or tait or edwards or anderson
330,+1-415-672-2854,02:54:07,normal,"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?"
331,+1-206-875-6393,16:43:10,normal,At WHAT TIME should i come tomorrow
332,+1-919-963-3858,20:28:49,normal,No i am not having not any movies in my laptop
333,+1-808-638-5287,17:18:08,normal,Jane refuses Bob’s invitation to go to the cinema because she has to attend a family gathering.
334,+1-702-543-1677,16:55:52,normal,you don't need to pick your girlfriend?
335,+1-303-829-3162,23:19:14,normal,Could you please guide me?
336,+1-602-383-8116,06:03:28,normal,I ask if u meeting da ge tmr nite...
337,+1-303-483-7765,09:55:18,normal,Actually I am worried about my final examination What about your preparation for the examination?
338,+1-214-739-8009,14:05:47,normal,Why i come in between you people
339,+1-212-290-8336,05:19:11,normal,Me i'm not workin. Once i get job...
340,+1-617-746-6416,10:06:21,normal,S.this will increase the chance of winning.
341,+1-212-953-8705,02:13:01,normal,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
342,+1-616-921-5338,06:11:51,normal,Yo you around? A friend of mine's lookin to pick up later tonight
343,+1-503-805-4741,07:36:16,fraud,How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?
344,+1-212-242-2293,18:35:39,normal,Ok Chinese food on its way. When I get fat you're paying for my lipo.
345,+1-512-689-9442,12:10:49,normal,Yes :)it completely in out of form:)clark also utter waste.
346,+1-616-714-8967,19:47:00,normal,"I'm not sure, I was just checking out what was happening around the area"
347,+1-602-326-7204,01:21:58,normal,"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must."
348,+1-512-965-1877,01:25:33,normal,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM
349,+1-312-975-6571,11:04:58,normal,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..
350,+1-305-359-6902,18:36:33,normal,You were supposed to wake ME up &gt.
351,+1-503-207-3404,19:28:09,normal,Dunno lei... I thk mum lazy to go out... I neva ask her yet...
352,+1-206-830-6727,13:23:42,normal,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U"
353,+1-212-758-9274,14:20:50,normal,Okay then. There are certain points you should keep in mind before facing any job interview.
354,+1-305-512-6057,12:06:26,normal,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
355,+1-702-734-8947,19:54:14,normal,You getting back any time soon?
356,+1-512-247-3364,23:00:48,fraud,A link to your picture has been sent. You can also use http://alto18.co.uk/wave/wave.asp?o=44345
357,+1-512-792-1496,13:21:49,normal,I am in bus on the way to calicut
358,+1-512-443-9717,11:58:32,normal,This phone has the weirdest auto correct.
359,+1-404-870-1372,08:48:53,normal,Not tonight mate. Catching up on some sleep. This is my new number by the way.
360,+1-415-540-4265,12:39:31,fraud,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..
361,+1-617-400-2588,23:47:12,normal,Has it any warranty?
362,+1-214-817-7460,19:12:56,normal,Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke
363,+1-616-947-3830,22:56:52,normal,Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous
364,+1-901-690-4698,09:38:14,normal,Hey. You got any mail?
365,+1-919-232-4337,07:25:15,normal,"I‘m going to try for 2 months,ha ha only joking."
366,+1-614-334-2992,10:32:52,normal,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over."
367,+1-512-444-8167,21:21:16,normal,"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card."
368,+1-614-519-8733,02:01:21,fraud,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
369,+1-617-723-4147,18:08:09,normal,"It's ok, at least armand's still around"
370,+1-206-228-1609,04:06:43,normal,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back."
371,+1-702-716-5624,16:08:16,normal,Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?
372,+1-404-240-9061,17:13:20,normal,Ding me on ya break fassyole! Blacko from londn
373,+1-303-927-8181,20:29:01,fraud,"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or £10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+"
374,+1-503-814-9090,00:55:41,normal,Ü neva tell me how i noe... I'm not at home in da aft wat...
375,+1-214-295-4371,10:23:03,normal,"I can understand that. I get nervous before interviews, too."
